source,term,freq
rappler,extend,1
rappler,extensive,3
rappler,extent,1
rappler,extravagant,1
rappler,extreme,2
rappler,eye,2
rappler,eyeing,1
rappler,eyes,2
rappler,fabricated,1
rappler,face,8
rappler,faces,3
rappler,facilitate,1
rappler,facilitated,1
rappler,facing,1
rappler,fact,2
rappler,factors,3
rappler,factsfirstph,1
rappler,fade,1
rappler,fail,3
rappler,failed,8
rappler,failing,1
rappler,failure,1
rappler,failures,4
rappler,fair,1
rappler,fairness,1
rappler,faith,2
rappler,fajardo,2
rappler,fake,4
rappler,fallen,1
rappler,false,5
rappler,falsification,11
rappler,falsified,3
rappler,falsify,2
rappler,falters,1
rappler,familiar,1
rappler,families,7
rappler,family,9
rappler,famously,1
rappler,fao,2
rappler,far,12
rappler,farcical,1
rappler,farm,3
rappler,farmer,1
rappler,farmers,3
rappler,farmlands,1
rappler,farms,1
rappler,fashion,2
rappler,faster,1
rappler,fated,1
rappler,father,3
rappler,fatigue,1
rappler,faustino,1
rappler,favor,1
rappler,favored,1
rappler,favorite,1
rappler,fear,1
rappler,fearlessly,1
rappler,feat,1
rappler,featured,1
rappler,fee,1
rappler,feed,3
rappler,feeling,1
rappler,felisardo,1
rappler,fellow,4
rappler,fellows,1
rappler,felt,1
rappler,fendi,3
rappler,ferdinand,24
rappler,fertilizer,1
rappler,fewer,4
rappler,fields,1
rappler,fifth,1
rappler,fight,6
rappler,fighting,1
rappler,figure,2
rappler,figures,1
rappler,file,9
rappler,filed,4
rappler,files,1
rappler,filing,4
rappler,filipino,9
rappler,filipinos,34
rappler,filled,4
rappler,final,2
rappler,finally,6
rappler,finance,2
rappler,finances,1
rappler,financial,3
rappler,find,7
rappler,finding,4
rappler,findings,10
rappler,finds,1
rappler,finger,1
rappler,fingers,1
rappler,finished,3
rappler,fire,2
rappler,firewall,1
rappler,firm,8
rappler,firms,9
rappler,first,24
rappler,firstly,1
rappler,fiscal,1
rappler,five,5
rappler,fix,1
rappler,fixers,1
rappler,fixes,1
rappler,fixing,2
rappler,flagged,6
rappler,flagging,1
rappler,flags,1
rappler,flak,2
rappler,flaunting,1
rappler,flawed,1
rappler,flaws,1
rappler,flesh,1
rappler,flip,1
rappler,flips,1
rappler,floodcontrolph,4
rappler,flooded,7
rappler,floodgates,1
rappler,flooding,22
rappler,floods,12
rappler,floodwater,3
rappler,floodwaters,8
rappler,floodway,1
rappler,flooed,1
rappler,flopped,1
rappler,flow,4
rappler,flowing,2
rappler,flows,3
rappler,focus,3
rappler,focused,1
rappler,fog,1
rappler,folks,1
rappler,follow,6
rappler,followed,6
rappler,following,18
rappler,follows,2
rappler,food,5
rappler,footprint,1
rappler,force,4
rappler,forced,3
rappler,forces,1
rappler,forecasting,1
rappler,foreign,4
rappler,forensic,2
rappler,forests,3
rappler,forgery,1
rappler,forgetting,1
rappler,form,5
rappler,formal,1
rappler,formation,2
rappler,former,23
rappler,formerly,1
rappler,forms,1
rappler,formworks,1
rappler,forty,1
rappler,forum,2
rappler,forward,4
rappler,found,19
rappler,foundation,3
rappler,founded,5
rappler,founder,6
rappler,four,5
rappler,fourth,1
rappler,fragmented,1
rappler,framework,1
rappler,france,1
rappler,fraud,9
rappler,fraudulent,1
rappler,free,1
rappler,freed,1
rappler,freezing,1
rappler,frequent,1
rappler,friday,5
rappler,friedrich,1
rappler,friendly,1
rappler,friends,2
rappler,frondoso,1
rappler,frozen,1
rappler,frustration,1
rappler,fueling,1
rappler,fulfill,1
rappler,full,39
rappler,fully,4
rappler,functioning,1
rappler,fund,7
rappler,funded,6
rappler,funding,10
rappler,funds,24
rappler,furthermore,1
rappler,fury,1
rappler,future,2
rappler,gaa,5
rappler,gaano,1
rappler,gabriela,1
rappler,gaemi,1
rappler,galang,7
rappler,game,1
rappler,gap,1
rappler,garcia,1
rappler,gathered,3
rappler,gathering,1
rappler,gave,1
rappler,gavilan,1
rappler,gawin,1
rappler,gemma,1
rappler,gen,3
rappler,gene,1
rappler,general,9
rappler,generation,2
rappler,generational,4
rappler,genesis88,1
rappler,genuine,2
rappler,geographic,2
rappler,geographical,1
rappler,geographically,1
rappler,geologists,1
rappler,geometric,1
rappler,geophysical,1
rappler,georeserve,2
rappler,george,1
rappler,georgia,1
rappler,geotagged,1
rappler,gerald,2
rappler,gerrard,2
rappler,get,2
rappler,gets,2
rappler,getting,1
rappler,ghost,21
rappler,gifted,1
rappler,gigil,2
rappler,gimmick,1
rappler,ginagastos,1
rappler,ginawa,1
rappler,give,4
rappler,given,9
rappler,gives,2
rappler,giving,2
rappler,glamour,1
rappler,glance,1
rappler,glitch,2
rappler,global,5
rappler,globally,1
rappler,gloria,2
rappler,gnawing,1
rappler,gobyerno,7
rappler,gone,2
rappler,gonzaga,1
rappler,gonzalez,1
rappler,goodgovph,1
rappler,goods,1
rappler,google,2
rappler,got,3
rappler,gotten,1
rappler,gov,1
rappler,governance,11
rappler,government,82
rappler,governmental,1
rappler,governments,2
rappler,governor,3
rappler,governs,1
rappler,gozum,1
rappler,grace,1
rappler,gradual,2
rappler,gradually,1
rappler,graduate,1
rappler,graft,10
rappler,granary,1
rappler,grandchildren,1
rappler,grandstand,1
rappler,grandstanding,1
rappler,grant,1
rappler,grappling,1
rappler,grave,6
rappler,gravely,1
rappler,greed,1
rappler,green,4
rappler,greenwashing,1
rappler,grey,4
rappler,grid,1
rappler,grilling,1
rappler,gross,3
rappler,grossly,2
rappler,ground,3
rappler,group,4
rappler,groups,7
rappler,growth,1
rappler,guess,1
rappler,guia,1
rappler,guide,1
rappler,guidelines,4
rappler,guilt,1
rappler,guilty,4
rappler,guinobatan,1
rappler,gumagastos,1
rappler,habits,1
rappler,hacking,1
rappler,hagonoy,1
rappler,hahabulin,2
rappler,hahanapin,1
rappler,haharap,1
rappler,hailing,2
rappler,halal,1
rappler,half,5
rappler,halfway,1
rappler,halts,1
rappler,hammer,1
rappler,hand,1
rappler,handa,1
rappler,handbag,1
rappler,handle,1
rappler,handled,4
rappler,handles,1
rappler,handling,1
rappler,hangs,1
rappler,happen,4
rappler,happened,4
rappler,happening,4
rappler,happens,1
rappler,harassment,1
rappler,hard,5
rappler,hardest,2
rappler,hardware,1
rappler,harmful,1
rappler,harvard,1
rappler,harvest,1
rappler,hashed,1
rappler,hashtags,1
rappler,haven,1
rappler,hayagang,1
rappler,head,2
rappler,headlines,5
rappler,headquartered,1
rappler,health,1
rappler,healthcare,1
rappler,healthy,1
rappler,heard,2
rappler,hearings,3
rappler,heart,2
rappler,heavy,9
rappler,held,10
rappler,hello,1
rappler,help,9
rappler,helping,1
rappler,helps,2
rappler,henry,3
rappler,heritage,1
rappler,hernandez,18
rappler,hero,1
rappler,hhi,2
rappler,hidden,2
rappler,hide,1
rappler,high,10
rappler,higher,3
rappler,highest,6
rappler,highlighted,1
rappler,highlights,2
rappler,highly,2
rappler,highway,9
rappler,highways,30
rappler,higit,1
rappler,hills,2
rappler,hinges,2
rappler,hinigaran,1
rappler,hispanic,1
rappler,historical,1
rappler,historically,1
rappler,histories,1
rappler,history,3
rappler,hit,7
rappler,hofileña,1
rappler,hold,7
rappler,holding,2
rappler,holds,2
rappler,hollow,4
rappler,hollowed,1
rappler,home,2
rappler,homemade,1
rappler,homes,3
rappler,honesty,1
rappler,hope,2
rappler,hopefully,1
rappler,hoping,1
rappler,horizon,2
rappler,host,1
rappler,hosted,1
rappler,house,27
rappler,household,1
rappler,houses,3
rappler,housing,1
rappler,however,16
rappler,hubs,1
rappler,huge,1
rappler,human,2
rappler,humanitarian,1
rappler,humerlito,1
rappler,hundreds,2
rappler,husband,3
rappler,hypothetical,1
rappler,iba,3
rappler,ibinuhos,1
rappler,ibon,1
rappler,idea,2
rappler,ideal,1
rappler,identified,8
rappler,identify,1
rappler,identities,2
rappler,identity,1
rappler,idly,1
rappler,ignored,2
rappler,ignores,1
rappler,iii,2
rappler,iimbestiga,1
rappler,ilalim,2
rappler,ill,2
rappler,illegal,4
rappler,illegally,1
rappler,illusion,1
rappler,illusions,1
rappler,illustrate,2
rappler,illustrates,1
rappler,ilocos,1
rappler,image,2
rappler,imagery,1
rappler,images,2
rappler,imagine,2
rappler,immediate,5
rappler,immediately,7
rappler,immigration,1
rappler,immune,2
rappler,immutability,1
rappler,immutable,1
rappler,impact,8
rappler,impartial,3
rappler,impeachment,2
rappler,imperative,1
rappler,imperio,1
rappler,impervious,1
rappler,implementation,3
rappler,implemented,4
rappler,implicated,4
rappler,implications,2
rappler,importance,1
rappler,important,4
rappler,impossible,4
rappler,impounding,1
rappler,improve,1
rappler,improving,1
rappler,impunity,4
rappler,inaction,1
rappler,inadvertently,2
rappler,inasal,1
rappler,inbox,1
rappler,inc,6
rappler,incident,1
rappler,incidents,2
rappler,include,6
rappler,included,5
rappler,includes,2
rappler,including,13
rappler,income,2
rappler,incompetence,1
rappler,incomplete,3
rappler,inconsistent,1
rappler,inconvenience,2
rappler,incorporated,8
rappler,incorporation,1
rappler,incorporator,3
rappler,incorruptible,1
rappler,increase,2
rappler,increased,2
rappler,incumbent,1
rappler,indecision,1
rappler,indelible,1
rappler,independence,1
rappler,independent,24
rappler,indicate,1
rappler,indicated,1
rappler,indicates,1
rappler,indicating,1
rappler,indict,1
rappler,indignation,1
rappler,indirect,1
rappler,indispensable,1
rappler,individual,4
rappler,individually,1
rappler,individuals,3
rappler,indulge,1
rappler,industry,1
rappler,ineffective,2
rappler,inefficient,1
rappler,inertia,2
rappler,inevitable,1
rappler,infamous,1
rappler,inflated,1
rappler,inflation,2
rappler,inflict,1
rappler,influenced,1
rappler,influencers,1
rappler,influential,1
rappler,inform,1
rappler,information,15
rappler,infra,7
rappler,infrastructure,45
rappler,inherently,1
rappler,initial,7
rappler,initially,2
rappler,initiated,4
rappler,initiative,2
rappler,initiatives,3
rappler,innocence,1
rappler,innovators,1
rappler,input,1
rappler,inputs,1
rappler,inquiries,3
rappler,inquiry,6
rappler,inquisitive,1
rappler,insert,4
rappler,insertions,7
rappler,inside,1
rappler,insisted,1
rappler,inspect,1
rappler,inspected,3
rappler,inspection,8
rappler,inspections,2
rappler,inspects,1
rappler,instagram,1
rappler,install,1
rappler,installations,2
rappler,installed,1
rappler,instantly,1
rappler,instead,9
rappler,institute,2
rappler,institution,1
rappler,institutional,5
rappler,institutionalized,1
rappler,institutions,3
rappler,instructing,1
rappler,intact,1
rappler,integrated,2
rappler,integrity,8
rappler,intended,2
rappler,intense,1
rappler,intensified,1
rappler,intensive,1
rappler,intentioned,1
rappler,intercepting,1
rappler,interest,8
rappler,interested,1
rappler,interests,1
rappler,interfaces,1
rappler,interfere,1
rappler,interference,1
rappler,internal,1
rappler,international,4
rappler,internet,1
rappler,interoperable,1
rappler,interpreted,1
rappler,intersects,1
rappler,interview,4
rappler,interviews,1
rappler,inundated,3
rappler,inundation,1
rappler,investigate,9
rappler,investigated,1
rappler,investigates,1
rappler,investigating,2
rappler,investigation,24
rappler,investigations,12
rappler,investigative,4
rappler,investigators,1
rappler,investment,1
rappler,investments,2
rappler,invisibility,1
rappler,invitation,1
rappler,invited,1
rappler,invocation,1
rappler,involved,14
rappler,involvement,2
rappler,involves,1
rappler,involving,1
rappler,ios,1
rappler,iot,1
rappler,irene,1
rappler,ironically,1
rappler,irregularities,2
rappler,irrelevance,1
rappler,irreversible,1
rappler,irrigation,3
rappler,isa,1
rappler,isabela,1
rappler,isagani,1
rappler,isidro,1
rappler,island,4
rappler,isn,2
rappler,issue,6
rappler,issued,4
rappler,issues,10
rappler,issuing,1
rappler,items,1
rappler,itinutuloy,1
rappler,itutuloy,1
rappler,iya,1
rappler,jacket,1
rappler,jail,3
rappler,jaime,2
rappler,jaira,1
rappler,jairo,2
rappler,james,2
rappler,jammy,1
rappler,janet,2
rappler,japan,1
rappler,jasmine,1
rappler,jaypee,2
rappler,jean,1
rappler,jeane,1
rappler,jelsie,1
rappler,jesse,1
rappler,jica,2
rappler,jinggoy,4
rappler,jire,4
rappler,jodesz,1
rappler,joel,4
rappler,john,6
rappler,join,1
rappler,joined,3
rappler,joins,1
rappler,joint,7
rappler,jolo,1
rappler,jonathan,2
rappler,joshua,1
rappler,journalism,3
rappler,journalists,4
rappler,jousting,1
rappler,joy,1
rappler,juan,2
rappler,juanito,1
rappler,judge,1
rappler,judicial,1
rappler,juliet,1
rappler,jumpstarts,1
rappler,justice,13
rappler,justification,1
rappler,justified,1
rappler,justify,3
rappler,justine,1
rappler,kabuhayan,1
rappler,kada,2
rappler,kadiwa,1
rappler,kakasuhan,2
rappler,kalaki,1
rappler,kalipunan,1
rappler,kalmaegi,1
rappler,kami,1
rappler,kaming,2
rappler,kanilang,3
rappler,kanino,1
rappler,kanlaon,1
rappler,karangyaan,1
rappler,karl,1
rappler,karla,2
rappler,karst,1
rappler,kaso,1
rappler,katanggap,1
rappler,katiwalian,1
rappler,kaunting,1
rappler,kayong,1
rappler,keep,11
rappler,kept,1
rappler,key,3
rappler,kickback,1
rappler,kickbacks,6
rappler,kicked,1
rappler,kids,4
rappler,kiko,1
rappler,killings,1
rappler,kilometers,1
rappler,kilusan,1
rappler,kilusang,1
rappler,kinds,1
rappler,kita,1
rappler,kitang,1
rappler,klase,1
rappler,klima,2
rappler,kmp,2
rappler,knee,1
rappler,know,5
rappler,knowledge,1
rappler,known,4
rappler,komunidad,1
rappler,konstract,1
rappler,kontrata,1
rappler,kora,1
rappler,korea,1
rappler,korean,1
rappler,kristine,6
rappler,kumakayod,2
rappler,kumukulo,2
rappler,laban,2
rappler,labeling,1
rappler,labor,2
rappler,lack,2
rappler,lacking,1
rappler,lacks,2
rappler,lacson,9
rappler,lahar,1
rappler,lambasted,1
rappler,lamented,3
rappler,land,10
rappler,landfall,1
rappler,landforms,1
rappler,landscape,2
rappler,landslides,2
rappler,lane,1
rappler,large,4
rappler,largely,3
rappler,largest,4
rappler,las,1
rappler,last,16
rappler,late,3
rappler,later,9
rappler,latest,2
rappler,latter,1
rappler,laudato,2
rappler,launch,1
rappler,launched,5
rappler,laundered,1
rappler,laundering,1
rappler,lavish,5
rappler,law,6
rappler,lawfully,1
rappler,lawmaker,1
rappler,lawmakers,17
rappler,lawmaking,2
rappler,lawrence,2
rappler,lawyers,3
rappler,layer,1
rappler,layers,2
rappler,layog,1
rappler,leaast,1
rappler,lead,7
rappler,leader,3
rappler,leaders,1
rappler,leadership,1
rappler,leading,6
rappler,leads,1
rappler,leandro,1
rappler,learned,2
rappler,least,12
rappler,leave,4
rappler,leaves,1
rappler,leaving,3
rappler,led,5
rappler,ledger,4
rappler,left,5
rappler,legacy,6
rappler,legal,6
rappler,legarda,1
rappler,legazpi,1
rappler,legislate,1
rappler,legislating,1
rappler,legislation,1
rappler,legislative,6
rappler,legislators,2
rappler,legitimate,2
rappler,leila,1
rappler,lemuel,2
rappler,length,1
rappler,leo,2
rappler,lerma,1
rappler,less,5
rappler,lessons,2
rappler,let,7
rappler,letter,1
rappler,levees,1
rappler,level,10
rappler,levels,5
rappler,leviste,2
rappler,lgu,2
rappler,liabilities,1
rappler,liable,4
rappler,liberal,1
rappler,libon,3
rappler,license,1
rappler,lie,2
rappler,lies,2
rappler,life,3
rappler,lifeblood,1
rappler,lifespan,1
rappler,lifestyle,10
rappler,lifestyles,2
rappler,ligao,2
rappler,light,1
rappler,lightning,1
rappler,likely,5
rappler,likes,1
rappler,likewise,1
rappler,liloan,2
rappler,lim,1
rappler,lima,1
rappler,limestone,1
rappler,limit,1
rappler,limited,4
rappler,limits,1
rappler,line,3
rappler,lines,1
rappler,lingkod,2
rappler,linked,12
rappler,links,3
rappler,lipa,1
rappler,lipana,2
rappler,lisa,1
rappler,list,21
rappler,listed,3
rappler,literally,1
rappler,little,4
rappler,liveable,2
rappler,lived,1
rappler,livelihood,1
rappler,livelihoods,4
rappler,lives,9
rappler,livestream,1
rappler,living,4
rappler,loans,3
rappler,lobbied,1
rappler,local,22
rappler,localities,1
rappler,locally,3
rappler,locals,1
rappler,located,3
rappler,locating,1
rappler,location,15
rappler,locations,4
rappler,log,1
rappler,loggers,1
rappler,logging,1
rappler,logic,1
rappler,logs,1
rappler,long,12
rappler,longer,3
rappler,loob,1
rappler,look,7
rappler,looked,3
rappler,looking,3
rappler,lookout,1
rappler,looks,3
rappler,loopholes,1
rappler,lopez,4
rappler,loria,20
rappler,lose,1
rappler,losing,1
rappler,loss,3
rappler,losses,3
rappler,lost,5
rappler,lots,1
rappler,love,2
rappler,low,1
rappler,lower,5
rappler,lubiano,5
rappler,lubog,2
rappler,lubos,2
rappler,lucrative,2
rappler,lulusot,1
rappler,luneta,3
rappler,luxurious,2
rappler,luxury,4
rappler,luzon,12
rappler,maayos,1
rappler,mababawasan,1
rappler,mabuti,2
rappler,macacua,1
rappler,macapagal,1
rappler,machinations,1
rappler,machine,1
rappler,made,16
rappler,magalong,4
rappler,maganda,1
rappler,magbubukid,1
rappler,magdalene,1
rappler,magkano,1
rappler,magpost,2
rappler,magsakay,2
rappler,magsaysay,1
rappler,magsisira,1
rappler,magta,1
rappler,maguindanao,5
rappler,magusap,1
rappler,mahiya,2
rappler,mahuhuli,2
rappler,maibsan,1
rappler,mail,1
rappler,main,3
rappler,maintained,1
rappler,maintains,1
rappler,maintenance,2
rappler,major,9
rappler,majority,10
rappler,makakaapekto,1
rappler,makapa,14
rappler,makasuhan,1
rappler,make,47
rappler,making,11
rappler,makita,1
rappler,malabon,1
rappler,malacañang,4
rappler,maladaptation,1
rappler,malalagay,1
rappler,malalim,1
rappler,malicious,1
rappler,malolos,2
rappler,malversation,8
rappler,mamamayang,1
rappler,mamasabulod,2
rappler,managed,2
rappler,management,12
rappler,manager,1
rappler,managing,1
rappler,mananangal,2
rappler,manananggal,1
rappler,mananga,2
rappler,manatal,1
rappler,mandate,3
rappler,mandated,2
rappler,mandates,1
rappler,mandaue,1
rappler,maneuver,1
rappler,mang,1
rappler,mangudadatu,4
rappler,manifested,1
rappler,manila,44
rappler,manipulated,1
rappler,manipulation,2
rappler,manual,3
rappler,manually,1
rappler,manuel,3
rappler,many,21
rappler,map,17
rappler,mapa,1
rappler,mapping,1
rappler,maps,6
rappler,marami,2
rappler,maraming,3
rappler,marangya,1
rappler,marawi,1
rappler,marched,2
rappler,marches,1
rappler,marcos,70
rappler,marcoses,1
rappler,margin,2
rappler,margins,1
rappler,mari,1
rappler,maria,2
rappler,mariblo,1
rappler,marie,1
rappler,marikina,2
rappler,mario,2
rappler,mark,2
rappler,market,2
rappler,marking,1
rappler,marks,2
rappler,marred,1
rappler,martial,1
rappler,martin,3
rappler,mary,1
rappler,masa,1
rappler,mask,1
rappler,massive,4
rappler,master,5
rappler,mastermind,1
rappler,masungi,5
rappler,matagal,2
rappler,matalahib,1
rappler,match,2
rappler,materials,3
rappler,mathematical,1
rappler,mathematically,1
rappler,matter,5
rappler,matters,2
rappler,maya,1
rappler,mayabang,2
rappler,mayor,7
rappler,mayoral,3
rappler,mayors,1
rappler,mean,3
rappler,meaning,3
rappler,meaningfully,1
rappler,means,7
rappler,meant,4
rappler,meanwhile,9
rappler,measure,2
rappler,measured,2
rappler,measures,5
rappler,mechanism,1
rappler,mechanisms,1
rappler,media,17
rappler,meet,4
rappler,meeting,1
rappler,meetings,1
rappler,mega,1
rappler,melo,1
rappler,member,3
rappler,members,6
